cnpjCoordenadorLider,cnpjEmissor,data,idRequerimento,nomeCoordenadorLider,nomeEmissor,nomeTipoRequerimento,nomeValorMobiliario,numeroProcesso,numeroProtocolo,numeroRegistro,possuiBook,razaoSocialFundoAssociado,registroAutomatico,statusDaOferta,tipoDeOferta,totalRegistros,valorTotalEmReais,vasoComunicante
44.573.782/0001-23,10.608.405/0001-60,12/02/2026,24685,BR PARTNERS MERCADOS DE CAPITAIS LTDA.,BARI SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0428/2026,428/2026,CVM/SRE/AUT/CRI/SEC/2026/001,False,,True,Oferta Encerrada,SECUNDARIA,1043,"199.905.000,0000",False
28.650.236/0001-92,65.060.467/0001-72,11/02/2026,24683,GALAPAGOS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. - GLPG DTVM,SANTIAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0427/2026,427/2026,CVM/SRE/AUT/FII/PRI/2026/043,False,SANTIAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0000",False
28.650.236/0001-92,65.060.467/0001-72,11/02/2026,24682,GALAPAGOS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. - GLPG DTVM,SANTIAGO FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0426/2026,426/2026,CVM/SRE/AUT/FII/PRI/2026/042,False,SANTIAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"60.000.000,0000",False
33.817.677/0001-76,27.316.538/0001-66,11/02/2026,24681,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,VPORTS AUTORIDADE PORTUARIA S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Debêntures,SRE/0425/2026,425/2026,CVM/SRE/AUT/DEB/PRI/2026/083,False,,True,Oferta Encerrada,PRIMARIA,1043,"100.000.000,0000",False
04.200.649/0001-07,04.200.649/0001-07,11/02/2026,24616,CIA PROVINCIA DE SECURITIZAÇÃO,CIA PROVINCIA DE SECURITIZAÇÃO,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0422/2026,422/2026,CVM/SRE/AUT/CRI/PRI/2026/070,False,,True,Oferta Encerrada,PRIMARIA,1043,"11.000.000,0000",False
62.232.889/0001-90,60.304.690/0001-02,11/02/2026,24680,BANCO DAYCOVAL S.A.,VALORA ESTRUTURA TESOURARIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0421/2026,421/2026,CVM/SRE/AUT/FIP/PRI/2026/029;CVM/SRE/AUT/FIP/PRI/2026/030,False,VALORA ESTRUTURA TESOURARIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDA,True,Oferta Encerrada,PRIMARIA,1043,"1.800.000.000,0000",False
06.271.464/0001-19,82.213.604/0001-80,11/02/2026,24593,BANCO BRADESCO BBI S.A.,"CISS CONSULTORIA EM INFORMATICA, SERVICOS E SOFTWARE S/A",OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/0351/2026,352/2026,CVM/SRE/AUT/NOC/PRI/2026/027,True,,True,Oferta Encerrada,PRIMARIA,1043,"24.110.000,0000",False
04.200.649/0001-07,04.200.649/0001-07,11/02/2026,24673,CIA PROVINCIA DE SECURITIZAÇÃO,CIA PROVINCIA DE SECURITIZAÇÃO,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0419/2026,419/2026,CVM/SRE/AUT/CRI/PRI/2026/069,False,,True,Registro Concedido,PRIMARIA,1043,"35.000.000,0000",False
39.669.186/0001-01,56.844.535/0001-01,11/02/2026,24675,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SARFATY CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0418/2026,418/2026,CVM/SRE/AUT/FDC/PRI/2026/192,False,SARFATY CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"111.000.000,0000",False
09.304.427/0001-58,09.304.427/0001-58,11/02/2026,24659,HABITASEC SECURITIZADORA SA,HABITASEC SECURITIZADORA SA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0417/2026,417/2026,CVM/SRE/AUT/CRI/PRI/2026/064;CVM/SRE/AUT/CRI/PRI/2026/065;CVM/SRE/AUT/CRI/PRI/2026/066;CVM/SRE/AUT/CRI/PRI/2026/067;CVM/SRE/AUT/CRI/PRI/2026/068,False,,True,Registro Concedido,PRIMARIA,1043,"70.300.000,0000",False
62.285.390/0001-40,23.956.961/0001-70,11/02/2026,24664,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RIDOLFINVEST 2 FIDC NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0416/2026,416/2026,CVM/SRE/AUT/FDC/PRI/2026/191,False,RIDOLFINVEST 2 FIDC NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"30.000.000,0000",False
36.113.876/0001-91,44.674.270/0001-53,11/02/2026,24678,OLIVEIRA TRUST DTVM S.A.,ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0415/2026,415/2026,CVM/SRE/AUT/FDC/PRI/2026/190,False,ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"4.500.000,0000",False
04.845.753/0001-59,62.861.162/0001-71,11/02/2026,24579,ITAU BBA ASSESSORIA FINANCEIRA S.A,GS3 II FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - com bookbuilding,Cotas de FIAGRO,SRE/0322/2026,322/2026,CVM/SRE/AUT/FIA/PRI/2026/013,True,,True,Registro Caducado,PRIMARIA,1043,"150.000.000,0000",False
39.669.186/0001-01,20.057.764/0001-20,11/02/2026,24676,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0414/2026,414/2026,CVM/SRE/AUT/FDC/PRI/2026/189,False,HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,1043,"15.000.000,0000",False
55.440.852/0001-91,62.728.923/0001-11,11/02/2026,24674,KEA CAPITAL MARKETS LTDA,FIAGRO FIELD MAQUINAS I - DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/0413/2026,413/2026,CVM/SRE/AUT/FIA/PRI/2026/012,False,,True,Registro Concedido,PRIMARIA,1043,"124.500.000,0000",False
04.845.753/0001-59,61.806.505/0001-32,11/02/2026,24562,ITAU BBA ASSESSORIA FINANCEIRA S.A,COCAL PASSA TEMPO AGROINDUSTRIAL S.A.,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0314/2026,314/2026,CVM/SRE/AUT/DEB/PRI/2026/080;CVM/SRE/AUT/DEB/PRI/2026/081,True,,True,Oferta Encerrada,PRIMARIA,1043,"350.000.000,0000",False
02.773.542/0001-22,02.773.542/0001-22,11/02/2026,24636,OPEA SECURITIZADORA S.A.,OPEA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0411/2026,412/2026,CVM/SRE/AUT/CRI/PRI/2026/061,False,,True,Oferta Encerrada,PRIMARIA,1043,"62.850.000,0000",False
08.769.451/0001-08,08.769.451/0001-08,11/02/2026,24626,RIZA SECURITIZADORA S.A.,RIZA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0410/2026,411/2026,CVM/SRE/AUT/CRI/PRI/2026/060,False,,True,Registro Concedido,PRIMARIA,1043,"12.000.000,0000",False
00.806.535/0001-54,62.169.240/0001-71,11/02/2026,24663,PLANNER CORRETORA DE VALORES S.A.,BNVT ORIGEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0409/2026,410/2026,CVM/SRE/AUT/FDC/PRI/2026/188,False,BNVT ORIGEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"15.000.000,0000",False
33.817.677/0001-76,64.352.617/0001-59,10/02/2026,24669,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CONSIGNADO PRIVADO - RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0407/2026,408/2026,CVM/SRE/AUT/FDC/PRI/2026/185;CVM/SRE/AUT/FDC/PRI/2026/186;CVM/SRE/AUT/FDC/PRI/2026/187,False,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO - RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"240.000.000,0000",False
13.486.793/0001-42,36.669.660/0001-07,10/02/2026,24667,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIARIOS SUNO 30 RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0406/2026,407/2026,CVM/SRE/AUT/FII/PRI/2026/041,False,KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS SUNO 30 RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"125.087.090,4500",False
39.669.186/0001-01,62.135.992/0001-11,10/02/2026,24671,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,FRUCTUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0405/2026,406/2026,CVM/SRE/AUT/FDC/PRI/2026/184,False,FRUCTUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"14.000.000,0000",False
39.669.186/0001-01,62.135.992/0001-11,10/02/2026,24670,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,FRUCTUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0404/2026,405/2026,CVM/SRE/AUT/FDC/PRI/2026/183,False,FRUCTUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"42.000.000,0000",False
46.482.072/0001-13,04.423.567/0001-21,10/02/2026,24446,BTG PACTUAL INVESTMENT BANKING LTDA.,ENEVA S.A.,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Debêntures,SRE/0201/2026,202/2026,CVM/SRE/AUT/DEB/PRI/2026/078;CVM/SRE/AUT/DEB/PRI/2026/079,True,,True,Oferta Encerrada,PRIMARIA,1043,"2.400.000.000,0000",True
06.576.569/0001-86,62.639.652/0001-28,10/02/2026,24605,INTEGRAL INVESTIMENTOS LTDA.,PAYJOY II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0403/2026,404/2026,CVM/SRE/AUT/FDC/PRI/2026/182,False,PAYJOY II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA,True,Registro Concedido,PRIMARIA,1043,"25.000.000,0000",False
03.751.794/0001-13,63.974.556/0001-07,10/02/2026,24668,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0402/2026,403/2026,CVM/SRE/AUT/FDC/PRI/2026/181,False,EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"8.000.000,0000",False
42.039.298/0001-93,51.082.572/0001-06,10/02/2026,24622,MF PEPPER SERVIÇOS FINANCEIROS LTDA.,SUL VENTURES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CAPITAL SEMENTE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0401/2026,402/2026,CVM/SRE/AUT/FIP/PRI/2026/028,False,SUL VENTURES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CAPITAL SEMENTE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"100.000.000,0000",False
71.590.442/0001-83,11.257.352/0001-43,10/02/2026,24661,LASTRO RDV DTVM Ltda,BSI CAPITAL SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0400/2026,401/2026,CVM/SRE/AUT/CRI/PRI/2026/056;CVM/SRE/AUT/CRI/PRI/2026/057;CVM/SRE/AUT/CRI/PRI/2026/058;CVM/SRE/AUT/CRI/PRI/2026/059,False,,True,Registro Concedido,PRIMARIA,1043,"55.200.000,0000",False
03.751.794/0001-13,63.974.556/0001-07,10/02/2026,24666,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0399/2026,400/2026,CVM/SRE/AUT/FDC/PRI/2026/180,False,EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"7.000.000,0000",False
13.220.493/0001-17,63.395.725/0001-46,10/02/2026,24618,BR PARTNERS BANCO DE INVESTIMENTO S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DOTZ NOVERDE - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0398/2026,399/2026,CVM/SRE/AUT/FDC/PRI/2026/179,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DOTZ NOVERDE - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"285.000.000,0000",False
58.160.789/0001-28,60.176.399/0001-98,10/02/2026,24654,BANCO SAFRA S/A,JS CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0397/2026,398/2026,CVM/SRE/AUT/FII/PRI/2026/040,False,JS CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"749.999.603,3200",False
22.610.500/0001-88,60.707.118/0001-86,10/02/2026,24662,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,F3 PLATINUM FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LTDA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0396/2026,397/2026,CVM/SRE/AUT/FDC/PRI/2026/178,False,F3 PLATINUM FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LTDA,True,Registro Concedido,PRIMARIA,1043,"25.000.000,0000",False
26.609.050/0001-64,26.609.050/0001-64,10/02/2026,24660,TRAVESSIA SECURITIZADORA S.A.,TRAVESSIA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0395/2026,396/2026,CVM/SRE/AUT/CRI/PRI/2026/055,False,,True,Registro Concedido,PRIMARIA,1043,"7.329.000,0000",False
39.669.186/0001-01,64.371.254/0001-07,10/02/2026,24658,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,INOVA CREDTECH VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0394/2026,395/2026,CVM/SRE/AUT/FDC/PRI/2026/177,False,INOVA CREDTECH VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
62.285.390/0001-40,64.895.700/0001-74,10/02/2026,24657,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SYNTHEKE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0393/2026,394/2026,CVM/SRE/AUT/FDC/PRI/2026/176,False,SYNTHEKE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0000",False
62.285.390/0001-40,15.653.649/0001-89,10/02/2026,24648,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0392/2026,393/2026,CVM/SRE/AUT/FDC/PRI/2026/175,False,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,True,Registro Concedido,PRIMARIA,1043,"30.000.000,0000",False
62.232.889/0001-90,60.275.910/0001-09,10/02/2026,24656,BANCO DAYCOVAL S.A.,ARC DEB I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0391/2026,392/2026,CVM/SRE/AUT/FDC/PRI/2026/173;CVM/SRE/AUT/FDC/PRI/2026/174,False,ARC DEB I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"120.000.000,2000",False
03.317.692/0001-94,28.267.746/0001-85,10/02/2026,24655,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0390/2026,391/2026,CVM/SRE/AUT/FDC/PRI/2026/172,False,LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
07.253.654/0001-76,64.776.905/0001-30,10/02/2026,24649,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HEDGE ARTON KEMPINSKI DD MIAMI FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABIL,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0389/2026,390/2026,CVM/SRE/AUT/FIP/PRI/2026/027,False,HEDGE ARTON KEMPINSKI DD MIAMI FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABIL,True,Oferta Encerrada,PRIMARIA,1043,"70.000.000,0000",False
03.317.692/0001-94,60.354.694/0001-97,10/02/2026,24652,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,FLIP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0388/2026,389/2026,CVM/SRE/AUT/FDC/PRI/2026/171,False,FLIP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"22.500.000,0000",False
27.652.684/0001-62,64.966.103/0001-93,10/02/2026,24653,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,WINDFALL XVIII FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0387/2026,388/2026,CVM/SRE/AUT/FIP/PRI/2026/026,False,WINDFALL XVIII FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"30.000.000,0000",False
61.809.182/0001-30,63.533.906/0001-91,10/02/2026,24617,UBS (BRASIL) CORRETORA DE VALORES S.A,UBS CENTRAL REAL ESTATE lI FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/0386/2026,387/2026,CVM/SRE/AUT/FIF/PRI/2026/014,False,UBS CENTRAL REAL ESTATE lI FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"180.000.000,0000",False
06.271.464/0001-19,64.964.326/0001-11,09/02/2026,24634,BANCO BRADESCO BBI S.A.,BRADESCO ISENTO 2031 FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RF- RESP LIMITADA,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/0383/2026,384/2026,CVM/SRE/AUT/FIF/PRI/2026/013,False,BRADESCO ISENTO 2031 FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RF- RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"5.625.000.000,0000",False
02.332.886/0001-04,26.502.794/0001-85,09/02/2026,24650,XP INVESTIMENTOS CCTVM S.A.,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA - FII,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0382/2026,383/2026,CVM/SRE/AUT/FII/PRI/2026/039,False,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA - FII,True,Registro Concedido,PRIMARIA,1043,"1.204.435.957,2300",False
62.232.889/0001-90,56.125.110/0001-34,09/02/2026,24647,BANCO DAYCOVAL S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NXCO - RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIDC,SRE/0381/2026,382/2026,CVM/SRE/AUT/FDC/PRI/2026/167;CVM/SRE/AUT/FDC/PRI/2026/168;CVM/SRE/AUT/FDC/PRI/2026/169;CVM/SRE/AUT/FDC/PRI/2026/170,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NXCO - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"74.200.000,0000",False
16.695.922/0001-09,59.448.501/0001-88,09/02/2026,24646,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ALCAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIDC,SRE/0380/2026,381/2026,CVM/SRE/AUT/FDC/PRI/2026/166,False,ALCAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"5.000.000,0000",False
39.669.186/0001-01,07.727.757/0001-20,09/02/2026,24644,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0379/2026,380/2026,CVM/SRE/AUT/FDC/PRI/2026/165,False,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,True,Oferta Encerrada,PRIMARIA,1043,"15.000.000,0000",False
62.285.390/0001-40,19.932.422/0001-23,09/02/2026,24643,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0378/2026,379/2026,CVM/SRE/AUT/FDC/PRI/2026/164,False,SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"5.000.000,0000",False
04.845.753/0001-59,45.399.961/0001-59,09/02/2026,24640,ITAU BBA ASSESSORIA FINANCEIRA S.A,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/0377/2026,378/2026,CVM/SRE/AUT/NOC/PRI/2026/026,False,,True,Oferta Encerrada,PRIMARIA,1043,"1.000.000,0000",False
08.769.451/0001-08,08.769.451/0001-08,09/02/2026,24567,RIZA SECURITIZADORA S.A.,RIZA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0376/2026,377/2026,CVM/SRE/AUT/CRI/PRI/2026/054,False,,True,Registro Concedido,PRIMARIA,1043,"6.000.000,0000",False
58.160.789/0001-28,54.926.765/0001-86,09/02/2026,24638,BANCO SAFRA S/A,JS ESTRATÉGIA BOLSA FIF CLASSE DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/0375/2026,376/2026,CVM/SRE/AUT/FIF/PRI/2026/012,False,JS ESTRATÉGIA BOLSA FIF CLASSE DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"100.000.000,0000",False
